id_municipio,municipio,ano,populacao,densidade,area
3500105,Adamantina,2010,33797.0,82.16,411.4
3500105,Adamantina,2011,33871.166666666664,82.32916666666667,411.44891666666666
3500105,Adamantina,2012,33945.333333333336,82.49833333333333,411.49783333333335
3500105,Adamantina,2013,34019.5,82.66749999999999,411.54675
3500105,Adamantina,2014,34093.666666666664,82.83666666666666,411.59566666666666
3500105,Adamantina,2015,34167.833333333336,83.00583333333333,411.64458333333334
3500105,Adamantina,2016,34242.0,83.175,411.6935
3500105,Adamantina,2017,34316.166666666664,83.34416666666667,411.74241666666666
3500105,Adamantina,2018,34390.333333333336,83.51333333333334,411.79133333333334
3500105,Adamantina,2019,34464.5,83.6825,411.84025
3500105,Adamantina,2020,34538.666666666664,83.85166666666666,411.8891666666667
3500105,Adamantina,2021,34612.833333333336,84.02083333333333,411.93808333333334
3500105,Adamantina,2022,34687.0,84.19,411.987
3500204,Adolfo,2010,3557.0,16.85,211.1
